-041739|PAO|This is Apollo/Saturn Launch Control. We're in a built-in hold at T-minus 3 hours, 30 minutes, and holding. We expect to resume our countdown at about 48 minutes from this time at 6:02am, Eastern Daylight Time. All elements of the Apollo 11 countdown are GO at this time. We're heading for a planned liftoff on the Apollo 11 mission at 9:32am Eastern Daylight. The prime crew for Apollo 11 is Neil Armstrong, Michael Collins, and Edwin Aldrin. Were awakended ... just about an hour ago, at 4:15am, Eastern Daylight. At this time, after successfully completing a ... determination, they're sitting down for breakfast. The breakfast menu, the usual astronaut fare on launch day, of orange juice, tenderloin steak, scrambled eggs, toast, and coffee. Joining the prime crew for breakfast are two members of the Apollo 11 team who have worked with the astronauts during their preperation. The first is the Director of Flight Crew Operations, the astronauts Bob Donald K. Slayton, and the second member joining the crew for breakfast, astronaut Bill Anders. Bill Anders has served as the backup Command Module Pilot during all preparations for the Apollo 11 mission. Anders, of course, did fly the 3rd seat on the first mission - manned mission to the moon, Apollo 8 back last December. Anders was a member of that crew. Astronaut, Bill Anders also shortly will assume the position as Executive Secretary of the National Aeronautics Space Council. So, Director of Flight Crew Operations, Deke Slayton and Backup Command Module Pilot, Bill Anders having breakfast with the prime crew at this time. Following breakfast, the crew will go into their final preparations donning their space suits. They're not expected to depart from their crew quarters at the Kennedy Space Centre for the trip to the launch pad for another hour and 10 minutes or so. Meanwhile, here in Firing Room 1 at the Launch Control Centre Complex 39, all going well as the team here in the firing room continues to monitor the status of all the propellants aboard the Saturn V launch vehicle during this phase of the built-in hold. Shortly, a close-out crew of four crewmembers will be sent to the pad, they will go up to the 320-foot level where the Apollo 11 Command Module is located, and proceed to open the hatch of the spacecraft which has been closed during the propellant loading phase of the launch vehicle. The crew, which includes the astronaut, Fred Hayes, will then make some preliminary preparations for the arrival of the prime crew for Apollo 11 who will come aboard later in the count. That is our status at this time, once again to repeat: the astronauts now sitting down for breakfast having their usual breakfast of steak and scrambled eggs. Joining them, Director of Flight Crew Operations, Deke Slayton, and the backup Command Module Pilot for the Apollo 11 mission, astronaut Bill Anders. We're still in our planned built-in hold, 3 hours and 30 minutes and holding. This is Kennedy Launch Control.
-040058|PAO|This is Apollo/Saturn Launch Control. We remain in our built-in hold on the Apollo 11 countdown of T-minus 3 hours, 30 minutes, and holding. We plan to resume the count at two minutes after the hour. All elements of the Apollo 11 countdown are proceeding satisfactorily at this time. The prime crew for the mission, astronauts Neil Armstrong, Michael Collins, and Edwin Aldrin, winding up breakfast at this point in their crew quarters at the Kennedy Space Centre. They're joined for breakfast by Director of Flight Crew Operations, Deke Slayton, and Bill Anders, the backup Command Module Pilot. Before proceeding to breakfast and sitting down for the usual astronaut menu on launch day of steak and scrambled eggs, the crew underwent a brief physical examination by doctors Allan C. Harder and John Teegan. The crew was described as appearing to be rested, fit as a fiddle, and ready to go. Here in the firing room of Complex 39, the crew continuing to monitor the status of the propellants aboard the Saturn V launch vehicle. We've loaded more than 3/4 of a million gallons of liquid oxygen / liquid hydrogen aboard the three stages of the Saturn V since the countdown resumed late last evening. Weather forecast also very acceptable for a launch attempt this morning. The forecast called for scattered clouds at altitudes about 15000 feet in the Kennedy Space Centre area. Visibility will be 10-15 miles. Winds in the launch area at launch time, from the southeast at 5-10 knots. The sea state off Cape Kennedy is satisfactory. And weather in round the world track, the various contingency areas required during the powered phase of the mission, all weather conditions acceptable around the track. We are GO, but we remain in our planned, built-in hold at this time. The astronauts, according to the countdown procedures, should be ready to depart from their crew quarters at about 6:25am Easter Daylight this morning to start the 8-mile trip to their spacecraft located on the 320-foot level at the launchpad. We're at T-minus 3 hours, 30 minutes of our built-in hold. This is Kennedy Launch Control.
-035056|PAO|This is Apollo/Saturn Launch Control. We remain in our built-in hold on the Apollo 11 countdown of T-minus 3 hours, 30 minutes, and holding. Expecting to resume the count now about 22 minutes from this time at 2 minutes past the hour. All aspects of the countdown remain in a GO condition at this time. Latest report from the crew quarter here at the Kennedy Space Centre, the prime crew, astronauts Armstrong, Collins, and Aldrin have completed their breakfast and are proceeding to the suit room which is on the west side of the crew quarters in the Manned Spacecraft Operations Building at KSC. Shortly, they'll be donning their flight suits and going through the regular checkouts of the suits in preparation for the departure to the launch pad. Which, according to the countdown schedules, shortly after 6:25am Eastern Daylight Time. In preparation for the crew departure the test supervisor, Bill Schick, gave a GO for the closeout crew to proceed to the launch pad. This is a team of 4 individuals who will go up to the 320-foot level at the pad itself where the Apollo 11 spacecraft hatch is located. This hatch has been closed during the propelland loading procedures that have been in progress for most of the morning. The closeout crew consists of the pad leader, a Command Module technician, a quality control specialist, and the backup Lunar Module Pilot for the Apollo 11 mission, astronaut Fred Hayes. Shortly after the hatch is opened astronaut Hayes will go aboard and make some preliminary checks in preparation for the arrival of the prime crew. Here in the firing room we continue to monitor the status of more that 3/4 of a million gallons of propellants that have been brought onboard the Saturn V launch vehicle. The propellant loading one of the major milestones over the final portions of the count--at least over the last 9 hours. This has been the major task that's been in progress since the count was resumed late last evening. All aspects of Apollo 11 countdown proceeding satisfactorily as we remain in our planned built-in hold at T-minus 3 hours, 30 minutes. This is Kennedy Launch Control.
-033100|PAO|This is Apollo/Saturn Launch Control. T-minus 3 hours, 30 minutes and holding, but we are about to resume our count shortly. We expect to resume the count a little less than one minute from this time. We have been in a planned built-in hold of 1 hours and 32 minutes duration and it appears that all aspects of the mission are ready to resume the Apollo 11 countdown shortly, now about 25 seconds away. The crew of Apollo 11, Neil Armstrong, Michael Collins, and Edwin Aldrin in the suit room at the crew quarters here at the Kennedy Space Centre donning and checking out the pressure suits. At the launch pad at the 320-foot level, the hatch of the Apollo 11 Command Module was opened about 10 minutes ago. The backup Lunar Module Pilot, astronaut Fred Hayes, expected to go aboard the spacecraft shortly to make some preliminary checks. We're going to resume our count shortly.
-033001|PAO|MARK. T-minus 3 hours, 30 minutes and counting. We're counting on Apollo 11. All elements GO at this time. Aiming for a planned liftoff at 9:32am Eastern Daylight Time. The astronaut crew expected to depart from their quarters about 24-25 minutes from this time to start the 8-mile trip to the launch pad. They'll be boarding the spacecraft starting at about the 2 hour, 40 minute mark of the count. All is GO with Apollo 11 at this time at 2 hours, 29 minutes, 27 seconds and counting. This is Kennedy Launch Control.
-031600|PAO|This is Apollo/Saturn Launch Control. We just past the 3 hour, 16 minute mark in our countdown and we are proceeding at this time. Kennedy Control Centre launch team continuing to monitor the status of the various propellants now all aboard the three stages of the Saturn V launch vehicle. The Apollo 11 prime crew of astronauts Armstrong, Collins, and Aldrin finishing up their preparations in the suit room on the west side of the crew quarters here at the Kennedy Space Centre. If the count continues to go well, I suspect that the astronauts will depart the building some 10 minutes or so from this time to start the 8-mile trip to the launch pad--going up to the 320-foot level at the pad, the location of the hatch for their Command Module. This is Kennedy Launch Contro, T-minus 3 hours, 15 minutes, 3 seconds and counting.
-030436|PAO|This is Apollo/Saturn Launch Control. T-minus 3 hours, 4 minutes, 32 seconds and counting. Right on time as far as the astronaut's countdown is concerned, the prime crew now departing from their crew quarters here at the Kennedy Space Centre. Astronauts Neil Armstrong, Buzz Aldrin, and then counting Michael Collins plus the two technicians and Director of Flight Crew Operations, Deke Slayton now boarding the transfer van for the trip to the launch pad. Slayton, actually, will drop off from the transfer van as it passes by here at the Launch Control Centre. The trip in the transfer van should take some 15 minutes to reach the pad, at which time the crew will board the first of two elevators for the trip to the 320 foot level at the launch pad where they will then proceed to ingress the spacecraft. At the present time, the backup Lunar Module Pilot, astronaut Fred Hayes, is already aboard the Apollo 11 spacecraft performing some preliminary checks. This work includes checking the chlorine content of the water supply and adjusting the cabin lights inside the spacecraft in preparation for the arrival. We logged the departure from the building at about 6:27am Eastern Daylight Time. The transfer van now departing from the Manned Spacecraft Operations Building at the Kennedy Space Centre on the start of it's 8-mile trip to launch pad A here at complex 39 where the Saturn V launch vehicle, now fully loaded with propellants and the spacecraft going through preliminary checkouts. Right now our count at 3 hours 3 minutes and counting aiming toward the planned liftoff time at 9:32am Eastern Daylight Time. This is launch control.
-030059|PAO|This is Apollo/Saturn Launch Control. T-minus 3 hours, 1 minute and counting. We are proceeding with the Apollo 11 countdown at this time. The prime crew for the mission, astronauts Neil Armstrong, Michael Collins, and Edwin Aldrin on the way to the launch pad in their transfer van. Just about 4 minutes ago the crew boarded the transfer van at their crew quarters here at the Kennedy Space Centre to start the trip of about 8 miles to launch pad A, and finally to the 320-foot level above the launcher where their Command Module is located and where they will start a boarding process into the spacecraft at about 2 hours and 40 minutes in the count. Weather conditions are GO for the launch, astronauts on their way to the launch pad, the crew here in the firing room continuing to monitor the status of almost a million gallons of propellants that are aboard the three stages of the Saturn V launch vehicle at this time. We're continuing to replenish the supply of the oxygen and hydrogen as we continue down the count. 2 hours, 59 minutes, 52 seconds and counting. This is Kenndy Launch Control.
-024600|PAO|This is Apollo/Saturn Launch Control. T-minus 2 hours, 45 minutes, 55 seconds and counting. As the prime crew for the mission, astronauts Neil Armstrong, Michael Collins, and Edwin Aldrin are on the ... part of their trip to the launch pad in the transfer van--it's now making the curve toward the pad, we have discovered a problem at the launch pad itself as the crew is about to arrive. We have a leak in a valve located in a system associated with replenishing liquid hydrogen for the third stage of the Saturn V launch vehicle. This is a piece of ground support equipment, actually. It is not on the rocket itself. It's located on the tower of the mobile launcher at the 200-foot level. This valve is leaking. We had a problem with this same valve during our countdown demonstration test previously. We have sent a team of three technicians and a safety man to the pad and these technicians are now tightening bolts around the valve. Once the technicians depart, we will send hydrogen again through this system to assure that the leak has been corrected. The astronauts are now coming up toward the pad itself as the crew of several technicians at the 200-foot level proceed to tighten some bolts around a leaking valve. Once again, this valve is associated with the system that replenishes liquid hydrogen for the third stage of the Saturn V launch vehicle. Because of the extremely low temperatures of the hydrogen, it continues to boil off during these phases of the count, and we continue to replenish this supply down the final moments of the count to assure that we have 100% aboard. The crew is working on the valve at this time--the crew went in a short time ago, and they're going to be followed shortly by the astronaut team which has just arrived at the pad--the transfer van now backing up toward the elevator. In a matter of 5 minutes or so, we'll be ready for the spacecraft commander, Neil Armstrong to come across the sil at the 320-foot level. That is our status at 2 hours, 43 minutes, 47 seconds and counting. This is launch control.
-024044|PAO|This is Apollo/Saturn Launch Control T-minus 2 hours, 40 minutes, 40 seconds and counting. At this time, the prime crew for Apollo 11 has boarded the high-speed elevator from inside the A-level in the mobile launcher, which is the second level inside the launcher. This is a high-speed elevator, 600 feet-per-minute, which will carry them to the 320 foot level, the spacecraft level. Shortly, we'll expect astronauts, Neil Armstrong and Michael Collins to come across swing-arm 9, the Apollo access arm, and proceed to the white room and standby to board the spacecraft. The third member of the crew, astronaut Edwin Aldrin, will be the last one to board the spacecraft, will standby in the elevator seated in a chair, while his two comrades first board the spacecraft. Once Armstrong, who sits in the left-hand seat, and Collins who will sit in the right-hand seat during liftoff are aboard, then Aldrin will be called and he will take his seat--the middle seat in the spacecraft. The spacecraft commander, Neil Armstrong and the Command Module Pilot, Michael Collins now proceeding across the swing-arm into the small white room that attaches at the spacecraft level. In the mean time, about 100 feet below, we have a technician--a team of technicians working on a leaking valve which is a part of the ground support equipment, a part of the system that's used to replenish the fuel supply for the 3rd stage of the Saturn V rocket. He is proceeding to tighten a series of bolts around this valve in the hope that this will correct the leak. Once the technicians do depart, the hydrogen will again be flowed through the system to assure that the leak has been corrected. The spacecraft Commander, Neil Armstrong, and CMP--the Command Module Pilot, Mike Collins now standing by in the white room. T-minus 2 hours 38 minutes, 45 seconds and counting, this is Launch Control.
